event_date,root_zone_name,total_events
2025-08-11,"Корпус №4",160
2025-08-11,"Корпус №5",262
2025-08-11,"Корпус №6",105
2025-08-11,"Корпус №7",44
2025-08-11,"Общежитие 1",169
2025-08-11,"Общежитие 3",27
2025-08-11,"Общежитие 4",48
2025-08-11,"Общежитие 5",411
2025-08-12,"Ишим Корпус №1",54
2025-08-12,"Ишим Корпус №5",5
2025-08-12,"Кирова 25 (кадры, док обеспечение)",317
2025-08-12,"Корпус № 4 Приемная комиссия",27
2025-08-12,"Корпус №10",25
2025-08-12,"Корпус №11",448
2025-08-12,"Корпус №12",349
2025-08-12,"Корпус №16",36
2025-08-12,"Корпус №17",249
2025-08-12,"Корпус №19",544
2025-08-12,"Корпус №22 Ленина 12 (Кап строй)",33
2025-08-12,"Корпус №22 Ленина 12 (СГИ)",49
2025-08-12,"Корпус №3",52
2025-08-12,"Корпус №4",208
2025-08-12,"Корпус №5",352
2025-08-12,"Корпус №6",95
2025-08-12,"Корпус №7",56
2025-08-12,"Общежитие 1",128
2025-08-12,"Общежитие 3",26
2025-08-12,"Общежитие 4",57
2025-08-12,"Общежитие 5",388
2025-08-13,"Ишим Корпус №1",20
2025-08-13,"Ишим Корпус №5",4
2025-08-13,"Ишим Общежитие",2
2025-08-13,"Кирова 25 (кадры, док обеспечение)",288
2025-08-13,"Корпус № 4 Приемная комиссия",5
2025-08-13,"Корпус №10",18
2025-08-13,"Корпус №11",401
2025-08-13,"Корпус №12",337
2025-08-13,"Корпус №16",40
2025-08-13,"Корпус №17",256
2025-08-13,"Корпус №19",330
2025-08-13,"Корпус №22 Ленина 12 (Кап строй)",42
2025-08-13,"Корпус №22 Ленина 12 (СГИ)",68
2025-08-13,"Корпус №3",72
2025-08-13,"Корпус №4",206
2025-08-13,"Корпус №5",192
2025-08-13,"Корпус №6",54
2025-08-13,"Корпус №7",12
2025-08-13,"Общежитие 1",110
2025-08-13,"Общежитие 3",32
2025-08-13,"Общежитие 4",46
2025-08-13,"Общежитие 5",442
2025-08-14,"Ишим Корпус №1",31
2025-08-14,"Ишим Корпус №5",2
2025-08-14,"Кирова 25 (кадры, док обеспечение)",333
2025-08-14,"Корпус № 4 Приемная комиссия",38
2025-08-14,"Корпус №10",58
2025-08-14,"Корпус №11",384
2025-08-14,"Корпус №12",317
2025-08-14,"Корпус №16",13
2025-08-14,"Корпус №17",213
2025-08-14,"Корпус №19",499
2025-08-14,"Корпус №22 Ленина 12 (Кап строй)",42
2025-08-14,"Корпус №22 Ленина 12 (СГИ)",82
2025-08-14,"Корпус №3",47
2025-08-14,"Корпус №4",290
2025-08-14,"Корпус №5",195
2025-08-14,"Корпус №6",90
2025-08-14,"Корпус №7",20
2025-08-14,"Общежитие 1",167
2025-08-14,"Общежитие 3",24
2025-08-14,"Общежитие 4",60
2025-08-14,"Общежитие 5",310
2025-08-15,"Ишим Корпус №1",35
2025-08-15,"Ишим Корпус №5",7
2025-08-15,"Кирова 25 (кадры, док обеспечение)",279
2025-08-15,"Корпус № 4 Приемная комиссия",4
2025-08-15,"Корпус №10",37
2025-08-15,"Корпус №11",436
2025-08-15,"Корпус №12",297
2025-08-15,"Корпус №16",17
2025-08-15,"Корпус №17",221
2025-08-15,"Корпус №19",454
2025-08-15,"Корпус №22 Ленина 12 (Кап строй)",34
2025-08-15,"Корпус №22 Ленина 12 (СГИ)",57
2025-08-15,"Корпус №3",39
2025-08-15,"Корпус №4",248
2025-08-15,"Корпус №5",220
2025-08-15,"Корпус №6",61
2025-08-15,"Корпус №7",44
2025-08-15,"Общежитие 1",144
2025-08-15,"Общежитие 3",13
2025-08-15,"Общежитие 4",38
2025-08-15,"Общежитие 5",353
2025-08-16,"Корпус № 4 Приемная комиссия",10
2025-08-16,"Корпус №10",4
2025-08-16,"Корпус №11",134
2025-08-16,"Корпус №12",58
2025-08-16,"Корпус №16",4
2025-08-16,"Корпус №17",40
2025-08-16,"Корпус №19",187
2025-08-16,"Корпус №3",45
2025-08-16,"Корпус №4",171
2025-08-16,"Корпус №5",19
2025-08-16,"Корпус №6",9
2025-08-16,"Корпус №7",3
2025-08-16,"Общежитие 1",129
2025-08-16,"Общежитие 3",13
2025-08-16,"Общежитие 4",34
2025-08-16,"Общежитие 5",274
2025-08-17,"Корпус №10",12
2025-08-17,"Корпус №11",68
2025-08-17,"Корпус №17",7
2025-08-17,"Корпус №19",50
2025-08-17,"Корпус №22 Ленина 12 (СГИ)",4
2025-08-17,"Корпус №4",1
2025-08-17,"Корпус №5",6
2025-08-17,"Корпус №6",4
2025-08-17,"Корпус №7",8
2025-08-17,"Общежитие 1",122
2025-08-17,"Общежитие 3",29
2025-08-17,"Общежитие 4",55
2025-08-17,"Общежитие 5",135
2025-08-18,"Ишим Корпус №1",25
2025-08-18,"Ишим Корпус №5",4
2025-08-18,"Кирова 25 (кадры, док обеспечение)",411
2025-08-18,"Корпус № 4 Приемная комиссия",10
2025-08-18,"Корпус №10",105
2025-08-18,"Корпус №11",506
2025-08-18,"Корпус №12",396
2025-08-18,"Корпус №16",32
2025-08-18,"Корпус №17",205
2025-08-18,"Корпус №19",362
2025-08-18,"Корпус №22 Ленина 12 (Кап строй)",35
2025-08-18,"Корпус №22 Ленина 12 (СГИ)",65
2025-08-18,"Корпус №3",70
2025-08-18,"Корпус №4",274
2025-08-18,"Корпус №5",338
2025-08-18,"Корпус №6",53
2025-08-18,"Корпус №7",61
2025-08-18,"Общежитие 1",146
2025-08-18,"Общежитие 3",22
2025-08-18,"Общежитие 4",58
2025-08-18,"Общежитие 5",436
2025-08-19,"Ишим Корпус №1",41
2025-08-19,"Ишим Корпус №5",6
2025-08-19,"Кирова 25 (кадры, док обеспечение)",335
2025-08-19,"Корпус № 4 Приемная комиссия",7
2025-08-19,"Корпус №10",91
2025-08-19,"Корпус №11",406
2025-08-19,"Корпус №12",307
2025-08-19,"Корпус №16",27
2025-08-19,"Корпус №17",175
2025-08-19,"Корпус №19",301
2025-08-19,"Корпус №22 Ленина 12 (Кап строй)",44
2025-08-19,"Корпус №22 Ленина 12 (СГИ)",56
2025-08-19,"Корпус №3",84
2025-08-19,"Корпус №4",174
2025-08-19,"Корпус №5",250
2025-08-19,"Корпус №6",60
2025-08-19,"Корпус №7",28
2025-08-19,"Общежитие 1",136
2025-08-19,"Общежитие 3",28
2025-08-19,"Общежитие 4",94
2025-08-19,"Общежитие 5",538
2025-08-20,"Ишим Корпус №1",14
2025-08-20,"Ишим Корпус №5",2
2025-08-20,"Кирова 25 (кадры, док обеспечение)",273
2025-08-20,"Корпус № 4 Приемная комиссия",29
2025-08-20,"Корпус №1",568
2025-08-20,"Корпус №10",98
2025-08-20,"Корпус №11",425
2025-08-20,"Корпус №12",329
2025-08-20,"Корпус №16",31
2025-08-20,"Корпус №17",190
2025-08-20,"Корпус №19",327
2025-08-20,"Корпус №22 Ленина 12 (Кап строй)",34
2025-08-20,"Корпус №22 Ленина 12 (СГИ)",67
2025-08-20,"Корпус №3",135
2025-08-20,"Корпус №4",229
2025-08-20,"Корпус №5",248
2025-08-20,"Корпус №6",42
2025-08-20,"Корпус №7",22
2025-08-20,"Общежитие 1",137
2025-08-20,"Общежитие 3",25
2025-08-20,"Общежитие 4",81
2025-08-20,"Общежитие 5",336
2025-08-21,"Ишим Корпус №1",25
2025-08-21,"Ишим Корпус №5",7
2025-08-21,"Кирова 25 (кадры, док обеспечение)",312
2025-08-21,"Корпус № 4 Приемная комиссия",11
2025-08-21,"Корпус №1",910
2025-08-21,"Корпус №10",84
2025-08-21,"Корпус №11",432
2025-08-21,"Корпус №12",324
2025-08-21,"Корпус №16",29
2025-08-21,"Корпус №17",192
2025-08-21,"Корпус №19",621
2025-08-21,"Корпус №22 Ленина 12 (Кап строй)",38
2025-08-21,"Корпус №22 Ленина 12 (СГИ)",54
2025-08-21,"Корпус №3",76
2025-08-21,"Корпус №4",231
2025-08-21,"Корпус №5",291
2025-08-21,"Корпус №6",49
2025-08-21,"Корпус №7",42
2025-08-21,"Общежитие 1",185
2025-08-21,"Общежитие 3",28
2025-08-21,"Общежитие 4",57
2025-08-21,"Общежитие 5",317
2025-08-22,"Ишим Корпус №1",49
2025-08-22,"Ишим Корпус №5",5
2025-08-22,"Кирова 25 (кадры, док обеспечение)",345
2025-08-22,"Корпус № 4 Приемная комиссия",32
2025-08-22,"Корпус №1",1220
2025-08-22,"Корпус №10",93
2025-08-22,"Корпус №11",439
2025-08-22,"Корпус №12",348
2025-08-22,"Корпус №16",46
2025-08-22,"Корпус №17",74
2025-08-22,"Корпус №19",627
2025-08-22,"Корпус №22 Ленина 12 (Кап строй)",27
2025-08-22,"Корпус №22 Ленина 12 (СГИ)",61
2025-08-22,"Корпус №3",112
2025-08-22,"Корпус №4",183
2025-08-22,"Корпус №5",287
2025-08-22,"Корпус №6",44
2025-08-22,"Корпус №7",34
2025-08-22,"Общежитие 1",241
2025-08-22,"Общежитие 3",19
2025-08-22,"Общежитие 4",62
2025-08-22,"Общежитие 5",336
2025-08-23,"Кирова 25 (кадры, док обеспечение)",5
2025-08-23,"Корпус № 4 Приемная комиссия",5
2025-08-23,"Корпус №1",91
2025-08-23,"Корпус №10",30
2025-08-23,"Корпус №11",44
2025-08-23,"Корпус №12",45
2025-08-23,"Корпус №16",3
2025-08-23,"Корпус №19",83
2025-08-23,"Корпус №22 Ленина 12 (Кап строй)",1
2025-08-23,"Корпус №22 Ленина 12 (СГИ)",6
2025-08-23,"Корпус №3",6
2025-08-23,"Корпус №4",11
2025-08-23,"Корпус №5",55
2025-08-23,"Корпус №6",10
2025-08-23,"Корпус №7",2
2025-08-23,"Общежитие 1",65
2025-08-23,"Общежитие 3",20
2025-08-23,"Общежитие 4",28
2025-08-23,"Общежитие 5",174
2025-08-24,"Кирова 25 (кадры, док обеспечение)",2
2025-08-24,"Корпус № 4 Приемная комиссия",1
2025-08-24,"Корпус №1",18
2025-08-24,"Корпус №10",2
2025-08-24,"Корпус №11",17
2025-08-24,"Корпус №13",2
2025-08-24,"Корпус №19",24
2025-08-24,"Корпус №4",5
2025-08-24,"Корпус №5",22
2025-08-24,"Корпус №7",2
2025-08-24,"Общежитие 1",38
2025-08-24,"Общежитие 3",17
2025-08-24,"Общежитие 4",28
2025-08-24,"Общежитие 5",232
2025-08-25,"Ишим Корпус №1",14
2025-08-25,"Ишим Корпус №5",7
2025-08-25,"Кирова 25 (кадры, док обеспечение)",482
2025-08-25,"Корпус № 4 Приемная комиссия",9
2025-08-25,"Корпус №1",1162
2025-08-25,"Корпус №10",157
2025-08-25,"Корпус №11",693
2025-08-25,"Корпус №12",531
2025-08-25,"Корпус №14",12
2025-08-25,"Корпус №16",58
2025-08-25,"Корпус №19",920
2025-08-25,"Корпус №22 Ленина 12 (Кап строй)",25
2025-08-25,"Корпус №22 Ленина 12 (СГИ)",79
2025-08-25,"Корпус №3",82
2025-08-25,"Корпус №4",198
2025-08-25,"Корпус №5",411
2025-08-25,"Корпус №6",135
2025-08-25,"Корпус №7",135
2025-08-25,"Корпус №8",119
2025-08-25,"Общежитие 1",30
2025-08-25,"Общежитие 3",30
2025-08-25,"Общежитие 4",46
2025-08-25,"Общежитие 5",421
2025-08-26,"Ишим Корпус №1",191
2025-08-26,"Ишим Корпус №5",2
2025-08-26,"Кирова 25 (кадры, док обеспечение)",335
2025-08-26,"Корпус № 4 Приемная комиссия",24
2025-08-26,"Корпус №1",1047
2025-08-26,"Корпус №10",135
2025-08-26,"Корпус №11",753
2025-08-26,"Корпус №12",477
2025-08-26,"Корпус №13",20
2025-08-26,"Корпус №14",42
2025-08-26,"Корпус №16",64
2025-08-26,"Корпус №19",861
2025-08-26,"Корпус №22 Ленина 12 (Кап строй)",34
2025-08-26,"Корпус №22 Ленина 12 (СГИ)",61
2025-08-26,"Корпус №3",134
2025-08-26,"Корпус №4",367
2025-08-26,"Корпус №5",473
2025-08-26,"Корпус №6",133
2025-08-26,"Корпус №7",153
2025-08-26,"Корпус №8",193
2025-08-26,"Общежитие 1",53
2025-08-26,"Общежитие 3",25
2025-08-26,"Общежитие 4",87
2025-08-26,"Общежитие 5",227
2025-08-27,"Ишим Корпус №1",58
2025-08-27,"Ишим Корпус №5",11
2025-08-27,"Кирова 25 (кадры, док обеспечение)",370
2025-08-27,"Корпус № 4 Приемная комиссия",8
2025-08-27,"Корпус №1",1065
2025-08-27,"Корпус №10",141
2025-08-27,"Корпус №11",1115
2025-08-27,"Корпус №12",501
2025-08-27,"Корпус №13",4
2025-08-27,"Корпус №14",36
2025-08-27,"Корпус №16",62
2025-08-27,"Корпус №19",1038
2025-08-27,"Корпус №22 Ленина 12 (Кап строй)",28
2025-08-27,"Корпус №22 Ленина 12 (СГИ)",54
2025-08-27,"Корпус №3",86
2025-08-27,"Корпус №4",238
2025-08-27,"Корпус №5",415
2025-08-27,"Корпус №6",96
2025-08-27,"Корпус №7",106
2025-08-27,"Корпус №8",200
2025-08-27,"Общежитие 1",52
2025-08-27,"Общежитие 3",14
2025-08-27,"Общежитие 4",35
2025-08-27,"Общежитие 5",211
2025-08-28,"Ишим Корпус №1",277
2025-08-28,"Ишим Корпус №5",5
2025-08-28,"Кирова 25 (кадры, док обеспечение)",370
2025-08-28,"Корпус № 4 Приемная комиссия",26
2025-08-28,"Корпус №1",983
2025-08-28,"Корпус №10",155
2025-08-28,"Корпус №11",1610
2025-08-28,"Корпус №12",541
2025-08-28,"Корпус №14",32
2025-08-28,"Корпус №16",60
2025-08-28,"Корпус №19",646
2025-08-28,"Корпус №22 Ленина 12 (Кап строй)",36
2025-08-28,"Корпус №22 Ленина 12 (СГИ)",66
2025-08-28,"Корпус №3",93
2025-08-28,"Корпус №4",174
2025-08-28,"Корпус №5",533
2025-08-28,"Корпус №6",92
2025-08-28,"Корпус №7",88
2025-08-28,"Корпус №8",166
2025-08-28,"Общежитие 1",82
2025-08-28,"Общежитие 3",242
2025-08-28,"Общежитие 4",206
2025-08-28,"Общежитие 5",585
2025-08-29,"Ишим Корпус №1",155
2025-08-29,"Ишим Корпус №5",5
2025-08-29,"Ишим Общежитие",4
2025-08-29,"Кирова 25 (кадры, док обеспечение)",429
2025-08-29,"Корпус № 4 Приемная комиссия",16
2025-08-29,"Корпус №1",864
2025-08-29,"Корпус №10",112
